TypeOfIncident,TypeOfCollission,AuthoritiesContacted,IncidentState,NumberOfVehicles,PropertyDamage,BodilyInjuries,Witnesses,AmountOfTotalClaim,AmountOfInjuryClaim,AmountOfPropertyClaim,AmountOfVehicleDamage,InsuredAge,InsuredGender,InsuredEducationLevel,InsuredOccupation,CapitalGains,CapitalLoss,CustomerLoyaltyPeriod,InsurancePolicyState,Policy_Deductible,PolicyAnnualPremium,InsuredRelationship,VehicleMake,VehicleYOM,ReportedFraud
2,1.0,1,6,3,0.0,1,0,53498,8934,5921,38643,45,1,5,6,32500,0,300,1,899,765.87,0,11,2007,0
0,1.0,1,6,3,0.0,1,0,53436,8887,5962,38587,45,1,5,6,32500,0,300,1,895,768.37,0,11,2007,0
2,1.0,0,6,1,0.0,0,1,48373,4796,9592,33985,41,1,5,6,32500,0,280,1,500,999.84,5,11,2012,0
2,1.0,0,6,1,0.0,1,1,52120,5212,8128,38780,44,1,5,6,0,-39800,285,1,500,1105.75,3,11,2012,0
2,1.0,0,6,1,0.0,1,1,55424,5542,6948,42934,46,1,5,6,32500,0,282,1,500,1198.59,3,11,2011,0
0,2.0,3,4,3,,2,1,70717,12858,9118,48741,39,0,3,8,56200,-43900,224,2,699,1079.98,0,13,2004,1
2,2.0,3,4,1,1.0,0,1,57162,7850,8403,40909,42,1,1,9,0,0,211,1,1534,1136.52,5,10,2007,0
2,2.0,3,4,1,1.0,0,1,60868,5915,10781,44172,46,1,2,9,0,0,335,1,1933,1153.17,0,5,2009,0
2,2.0,1,4,1,1.0,0,1,50913,9737,5091,36085,35,1,1,9,0,0,41,1,945,1092.37,3,10,2004,0
2,2.0,1,4,1,1.0,0,1,57835,7498,8835,41502,43,1,1,9,0,0,234,1,1607,1139.55,5,10,2007,0
2,2.0,1,4,1,1.0,0,1,59205,6783,9714,42708,45,1,1,9,0,0,279,1,1754,1145.7,0,10,2008,0
2,2.0,1,2,1,1.0,0,1,49558,8997,4956,35605,33,0,2,3,0,0,36,1,887,1069.34,5,10,2003,0
0,1.0,0,2,3,0.0,2,1,74879,12828,10741,51310,37,0,2,10,50700,-57600,181,1,1555,1427.03,4,2,1998,0
0,1.0,3,6,2,,2,1,69408,12620,6310,50478,39,0,2,9,56200,-50000,234,1,500,1069.26,3,7,2003,1
0,0.0,0,2,3,0.0,2,1,76345,13544,8624,54177,37,0,3,10,80900,-111100,174,1,952,1535.29,4,5,2001,0
0,1.0,0,2,3,0.0,2,1,75915,13334,9243,53338,37,0,3,10,80900,-111100,176,1,1128,1503.61,4,2,2000,0
0,1.0,0,2,3,0.0,2,1,51170,6869,10852,33449,39,1,3,10,80900,-69700,198,1,1397,1320.21,4,2,2006,0
0,1.0,0,2,3,0.0,2,1,37341,3550,9967,23824,39,0,3,2,80900,-111100,205,1,1028,1303.65,4,6,2013,0
0,1.0,0,2,3,0.0,2,1,70740,11414,10285,49041,38,0,4,10,0,-111100,199,0,1836,1364.86,4,1,1996,0
0,0.0,0,2,3,0.0,2,1,75086,12929,10441,51716,37,1,3,3,80900,-57600,180,1,1470,1442.36,4,2,1998,0
0,1.0,0,2,3,0.0,2,1,37708,3638,9990,24080,39,0,3,10,80900,-69700,205,1,1038,1304.09,4,6,2012,0
2,2.0,1,4,1,0.0,1,1,76061,14499,7695,53867,33,0,3,10,0,0,136,0,1870,1708.88,2,2,2008,0
2,2.0,1,4,1,,1,1,76909,14871,8713,53325,33,0,3,9,0,-69600,132,0,1681,1610.7,5,2,2009,0
2,0.0,3,6,1,0.0,1,1,82960,7623,14800,60537,59,0,1,1,48800,0,423,2,1066,1255.61,1,4,2011,1
2,2.0,1,4,1,,1,1,72716,12715,7500,52501,33,0,3,2,0,0,137,0,1667,1742.25,2,2,2007,0
2,2.0,1,1,1,1.0,0,1,64439,9343,6887,48209,30,0,3,6,0,0,44,0,1314,1449.52,1,11,2008,0
2,2.0,1,4,1,,1,1,73187,12655,11283,49249,32,0,0,10,0,-69600,125,1,763,1389.43,2,2,2009,0
2,2.0,1,2,1,,0,1,62257,8344,6739,47174,29,0,3,6,0,0,29,0,1205,1411.78,1,11,2008,0
2,2.0,1,1,1,1.0,1,1,70379,12061,7290,51028,32,0,3,6,0,-69600,83,0,1610,1552.25,2,11,2009,0
0,0.0,3,2,3,0.0,0,1,69616,9659,9659,50298,44,0,6,5,0,0,256,1,2000,1355.15,3,6,2013,0
0,2.0,3,5,3,0.0,0,1,57387,6510,6510,44367,43,0,5,5,0,-54100,255,0,2000,1529.0,3,6,2012,0
0,0.0,1,2,3,0.0,0,1,59565,7768,7768,44029,42,0,5,5,49900,-58300,246,0,2000,1493.37,2,6,2007,0
2,1.0,3,6,1,0.0,1,1,60679,9640,5914,45125,41,0,6,1,37800,-50300,251,2,982,1296.95,1,7,2001,0
0,2.0,1,2,3,0.0,0,1,63376,9940,9940,43496,40,0,5,7,49900,-58300,225,0,2000,1426.82,3,6,2000,0
0,0.0,1,2,3,0.0,0,1,60743,8439,8439,43865,41,0,6,5,49900,-19800,239,0,2000,1472.82,2,6,2005,1
0,2.0,1,2,3,0.0,0,1,60334,8206,8206,43922,41,0,6,5,49900,-19800,242,0,2000,1479.96,3,6,2006,0
3,,2,2,1,1.0,0,1,4818,618,525,3675,32,0,5,10,0,-39200,135,2,1168,1226.18,0,4,2012,0
3,,2,6,1,,0,1,3836,554,390,2892,28,0,5,10,0,-34700,53,2,717,1117.95,0,4,2014,0
2,1.0,1,5,1,,1,1,83154,8472,7636,67046,31,0,3,5,58600,0,161,1,500,1393.85,5,13,2002,1
3,,4,2,1,1.0,1,1,5364,1004,545,3815,38,0,5,10,0,-39200,218,2,1835,1436.03,0,4,2010,0
3,,2,2,1,0.0,0,1,4711,542,521,3648,30,0,5,10,0,-39200,119,1,1038,1185.06,0,4,2013,0
3,,2,6,1,0.0,0,1,4582,524,505,3553,30,0,5,9,0,-47400,107,2,967,1166.85,4,4,2013,0
3,,2,6,1,0.0,0,1,3198,580,291,2327,27,0,2,9,0,-47400,7,2,503,1076.26,0,11,2015,0
3,,2,6,2,,1,1,36479,6633,3316,26530,41,0,0,9,26900,-55300,193,2,1343,1433.95,0,1,2007,0
3,,2,6,1,1.0,2,0,5127,583,566,3978,32,0,6,6,61400,-55300,153,2,2000,1101.22,0,1,2015,0
3,,2,6,1,1.0,2,1,4579,603,482,3494,37,0,4,6,61400,-55300,197,2,2000,1210.94,1,1,2014,0
0,,2,4,2,0.0,1,1,35980,6542,3271,26167,41,0,4,9,0,-55300,195,2,1353,1433.78,0,1,2007,0
3,,2,4,1,,2,1,4479,606,467,3406,38,0,6,6,26900,-57500,205,2,2000,1230.95,0,1,2014,0
0,,2,4,1,0.0,1,1,7749,1409,704,5636,47,0,0,9,0,-48400,271,2,1916,1424.02,0,1,2012,0
0,0.0,0,2,3,0.0,0,1,64369,10142,10142,44085,35,0,5,12,0,-54100,166,0,2000,1355.33,3,6,2011,0
0,0.0,0,1,3,0.0,1,1,61957,9517,9517,42923,29,0,5,12,61600,-54100,113,0,1456,1295.35,3,10,2008,0
0,0.0,4,5,2,,1,1,54011,7645,10276,36090,35,0,6,12,63100,-54100,199,0,1344,1314.2,3,7,2013,0
0,0.0,0,5,2,,1,1,54635,7874,10418,36343,35,0,6,4,63100,0,194,0,1366,1308.54,3,7,2013,0
0,2.0,0,5,3,0.0,0,1,69626,12877,12877,43872,29,0,5,12,63100,-58300,99,0,2000,1224.51,3,6,2010,0
0,0.0,0,6,2,0.0,2,1,60967,5551,11009,44407,48,1,5,7,0,0,285,1,2000,777.39,1,2,2013,1
0,0.0,4,5,2,,1,1,58219,9190,11235,37794,33,0,6,12,0,0,167,2,1490,1276.08,3,10,2013,0
0,0.0,0,5,2,0.0,1,1,56574,8586,10860,37128,34,0,5,12,63100,0,179,0,1433,1290.98,3,10,2013,0
0,0.0,4,5,2,,1,1,49075,5833,9151,34091,38,0,5,4,0,0,236,2,1172,1358.91,3,10,2014,0
2,1.0,4,4,1,,0,1,71477,7148,14295,50034,39,0,1,9,0,0,224,2,500,1392.47,4,14,2008,0
2,1.0,4,4,1,,1,1,74230,7423,14846,51961,42,0,6,2,0,0,256,2,500,1345.58,4,14,2010,0
2,1.0,4,4,1,,0,1,71479,7148,14296,50035,39,0,1,9,0,0,224,1,500,1392.46,4,5,2008,0
2,1.0,4,4,1,,0,1,71079,8391,13574,49114,36,0,0,9,0,-54600,190,1,500,1384.45,4,9,2008,0
2,2.0,4,4,1,,1,1,71614,10255,12776,48583,33,0,6,2,0,0,156,1,500,1354.42,4,14,2009,0
0,1.0,3,2,3,,1,0,59760,11109,11812,36839,27,0,1,0,62800,0,111,0,500,1023.32,5,10,2003,0
0,2.0,3,4,4,,1,1,51518,6954,7664,36900,36,0,1,0,100500,0,186,2,745,1158.33,2,10,2003,0
0,2.0,3,4,3,,2,1,45617,7965,5430,32222,41,0,1,0,0,0,217,2,912,1024.75,5,10,2001,0
0,2.0,3,4,4,,1,1,53118,6679,8270,38169,35,0,1,0,0,0,177,2,700,1194.55,2,10,2004,0
0,2.0,3,4,3,,1,1,47904,7574,6296,34034,39,0,1,0,0,0,205,2,847,1076.49,5,10,2002,0
0,1.0,0,4,3,1.0,2,1,61891,7695,8698,45498,24,0,1,8,47400,-56100,57,1,589,976.77,2,1,2011,1
0,2.0,3,4,3,,2,1,44450,8166,4988,31296,42,0,1,12,0,0,223,0,945,998.32,2,10,2001,0
3,,4,6,1,1.0,2,0,4775,666,453,3656,42,1,1,8,52600,0,286,2,1482,1069.31,5,4,2009,0
3,,4,4,1,1.0,2,1,6086,645,1038,4403,52,1,1,0,69400,0,375,0,603,890.4,4,4,2011,0
1,,4,6,1,1.0,1,1,6049,1116,1026,3907,36,1,3,9,48500,0,170,0,610,1520.68,5,4,2006,0
1,,4,6,1,1.0,1,1,5953,1102,995,3856,37,1,1,9,25800,0,176,1,629,1494.72,5,8,2006,0
3,,4,6,1,1.0,1,1,6488,1183,1165,4140,35,1,3,9,48500,-67400,144,0,522,1637.92,0,4,2005,0
3,,4,6,1,1.0,2,0,4578,893,561,3124,40,1,3,9,25800,0,258,1,904,1127.22,5,8,2008,0
3,,4,6,1,1.0,1,1,5844,1085,961,3798,37,1,1,9,25800,0,182,0,651,1465.87,5,4,2006,0
1,,4,6,1,1.0,2,0,4904,942,664,3298,39,1,1,9,48500,0,238,0,839,1214.43,0,4,2008,0
0,2.0,1,4,3,1.0,2,0,35765,1243,4315,30207,30,0,1,3,0,-56100,118,0,772,1320.79,1,1,2009,1
2,2.0,3,4,1,1.0,0,1,69068,8732,12067,48269,47,1,6,9,0,0,318,1,1597,1040.85,0,4,2011,0
2,2.0,3,4,1,1.0,0,1,71956,9929,12405,49622,46,1,6,9,0,-49400,303,1,1443,996.99,4,4,2011,0
2,2.0,3,4,1,1.0,0,1,60644,8273,8956,43415,47,1,1,9,0,0,345,2,1575,1355.68,0,5,2008,0
2,2.0,1,4,1,1.0,0,1,56557,8165,8015,40377,42,1,1,9,0,0,191,1,1469,1133.81,5,5,2007,0
2,2.0,3,4,1,1.0,0,1,77873,12382,13098,52393,46,1,6,9,0,0,273,1,1128,907.12,0,4,2012,0
3,,2,1,1,,0,0,5773,702,780,4291,41,1,2,7,0,0,220,0,1000,1051.4,1,2,2006,0
3,,4,5,1,0.0,0,1,5397,792,827,3778,29,1,2,12,0,-77800,28,0,700,1519.6,2,8,2004,0
3,,2,1,1,0.0,0,0,5884,704,831,4349,40,1,2,7,0,0,208,0,1000,1103.67,3,2,2006,0
3,,4,5,1,,1,0,7030,907,1231,4892,44,0,2,2,0,0,246,0,725,1547.88,3,2,1999,0
3,,4,5,1,0.0,0,0,7158,765,1389,5004,33,0,2,2,0,0,109,0,933,1683.57,3,2,1999,0
3,,2,5,1,,0,0,6520,747,1209,4564,29,1,2,12,0,-77800,51,0,887,1648.72,3,8,2001,0
3,,2,4,1,,0,1,6417,751,1174,4492,29,1,2,12,0,-77800,49,0,870,1636.87,2,2,2001,0
3,,2,1,1,,0,0,7063,870,1272,4921,41,1,2,7,51500,0,210,0,779,1583.12,3,2,1999,0
0,2.0,1,2,3,,0,0,46783,8506,8325,29952,47,0,6,6,47900,0,280,0,500,970.43,1,14,1999,0
2,2.0,4,2,1,0.0,0,1,83184,8698,13988,60498,27,0,0,12,0,-62400,100,0,1719,1177.44,2,7,2005,1
0,0.0,1,2,3,,0,1,61009,6233,12026,42750,24,0,2,6,0,0,87,1,982,1076.43,4,7,2003,0
0,2.0,1,2,3,,0,0,46673,8486,8050,30137,47,0,6,6,47900,0,274,1,500,987.46,0,10,1999,0
0,2.0,1,2,3,1.0,0,0,47569,8203,4374,34992,34,0,5,6,73200,0,189,0,533,1251.89,1,10,2011,0
0,2.0,3,2,3,,0,1,81798,8239,8173,65386,40,0,6,7,59500,0,212,0,992,1519.75,1,10,2006,1
0,2.0,1,2,3,,0,1,60879,6249,11961,42669,24,0,6,6,59500,0,88,1,978,1077.7,4,10,2003,0
0,2.0,1,2,3,,0,0,45913,8348,6141,31424,40,0,6,6,59500,0,232,1,500,1105.91,1,10,2005,0
2,0.0,4,6,1,,1,1,36159,4157,3556,28446,45,1,2,2,36800,0,278,2,500,1558.94,1,3,2011,0
2,1.0,0,6,1,,2,1,64727,12031,6016,46680,48,1,3,7,0,0,339,2,623,1106.88,1,10,2004,0
2,0.0,1,5,1,0.0,0,1,70593,6672,6672,57249,42,0,0,8,0,0,240,1,792,1522.17,1,5,2004,1
2,0.0,0,6,1,,2,1,64690,12030,6015,46645,48,1,3,7,0,0,338,2,625,1107.43,1,7,2004,0
0,2.0,4,1,1,,2,1,66392,11997,6134,48261,53,1,3,2,36800,0,383,2,500,1073.92,1,7,2006,0
2,1.0,0,6,1,,2,1,62193,11915,5958,44320,42,1,3,2,36800,0,277,0,784,1143.88,1,7,2001,0
2,1.0,4,4,1,1.0,0,1,67442,7997,13210,46235,38,0,4,2,0,0,202,1,500,1435.35,1,14,2006,0
2,1.0,0,4,1,1.0,1,0,56695,5287,9536,41872,24,1,4,2,0,0,70,1,500,1245.06,5,11,2000,0
2,1.0,1,5,1,1.0,0,1,74101,7061,10637,56403,49,0,0,12,61500,0,347,1,1000,1615.45,1,5,2009,1
2,1.0,0,3,1,1.0,1,1,57986,9560,10392,38034,35,0,4,2,0,0,147,2,500,1465.03,1,11,2001,0
2,0.0,0,3,1,1.0,1,1,69105,11983,15183,41939,37,1,4,2,0,0,157,1,737,1418.27,1,6,1998,0
2,1.0,0,4,1,1.0,1,1,58132,10044,10489,37599,36,0,4,2,0,0,156,1,500,1489.94,5,6,2001,0
2,1.0,0,4,1,1.0,1,1,57618,8346,10148,39124,32,0,4,10,0,0,125,1,500,1402.52,5,6,2001,1
2,0.0,1,4,1,,2,1,49466,5258,6331,37877,52,0,0,8,34900,0,376,0,2000,1364.0,0,13,2000,0
2,0.0,4,6,1,1.0,1,1,53554,5233,8462,39859,51,0,3,8,21500,0,333,0,2000,1298.88,0,13,2001,0
2,0.0,4,6,1,1.0,2,1,51681,5244,7486,38951,51,0,3,13,21500,0,353,0,2000,1328.73,4,13,2001,0
2,0.0,1,2,1,,1,0,70873,12610,8261,50002,45,0,3,3,54500,0,268,1,875,1046.5,0,14,2009,0
0,1.0,4,4,4,1.0,1,1,66744,8312,7160,51272,26,1,2,10,0,-71700,56,0,1833,1350.73,3,5,2010,1
2,0.0,4,6,1,1.0,1,1,54798,5225,9111,40462,50,0,0,13,21500,0,320,0,2000,1279.06,0,13,2001,0
2,0.0,4,4,1,0.0,0,1,55767,5500,11000,39267,47,0,4,13,0,0,349,0,2000,1348.73,0,9,2011,0
2,0.0,1,4,1,,1,0,67482,10760,8800,47922,46,0,3,3,34900,-72100,274,0,1156,1094.63,1,7,2007,0
2,0.0,1,2,1,,0,1,52460,5794,5794,40872,32,0,5,8,0,0,178,1,1955,1268.32,3,12,2006,0
0,2.0,1,2,3,,0,1,65906,6604,6604,52698,45,0,0,8,54400,0,288,2,2000,1216.06,3,12,2012,0
2,2.0,1,6,1,,0,1,54549,5980,5980,42589,33,1,6,12,54400,0,191,2,2000,1243.22,3,12,2007,0
0,0.0,1,2,2,,0,1,60437,6303,6303,47831,39,1,0,8,54400,0,241,2,2000,1229.14,3,12,2009,1
2,0.0,1,1,1,1.0,0,1,77150,14039,7889,55222,36,0,6,2,0,0,55,2,1295,1291.9,4,12,2006,0
0,1.0,3,4,3,0.0,1,1,70494,15086,10423,44985,33,1,5,11,0,-71700,11,2,2000,1280.0,3,6,2007,1
2,0.0,1,1,1,1.0,0,1,56973,7211,6220,43542,33,0,5,8,0,0,159,2,1886,1253.96,4,7,2006,0
2,0.0,1,1,1,,0,1,73888,12935,7619,53334,36,0,5,2,0,0,72,2,1390,1285.77,3,12,2006,0
2,0.0,1,2,1,1.0,1,1,40214,3760,3760,32694,37,0,5,4,0,0,154,1,1097,1681.83,3,12,2000,0
0,2.0,0,6,3,,1,1,77123,14102,10357,52664,30,0,4,8,0,0,132,2,1499,1505.96,3,6,2003,0
0,2.0,0,6,3,,1,1,74743,14925,7521,52297,24,0,4,8,0,0,77,2,1009,1620.61,3,12,1997,0
0,1.0,3,6,3,0.0,2,1,55852,7191,279,48382,39,0,4,8,0,0,258,0,1000,1460.72,0,12,2002,0
0,0.0,4,1,3,,0,1,79200,8172,17779,53249,57,0,6,9,0,-64500,417,2,1000,1160.54,1,14,1999,1
0,2.0,0,6,3,0.0,2,1,62340,9858,2755,49727,34,0,4,10,0,0,195,2,1000,1516.47,0,12,2000,0
0,2.0,0,4,3,0.0,1,1,71589,13867,7610,50112,25,0,4,8,28600,0,80,1,949,1579.03,0,12,1997,0
0,1.0,1,4,2,0.0,1,1,55897,10521,5260,40116,34,0,0,9,0,-48400,133,2,837,1323.67,0,1,2001,0
0,1.0,3,4,2,0.0,1,1,54399,10007,5003,39389,36,0,0,9,0,0,143,2,947,1402.23,0,2,2003,0
0,1.0,1,4,3,1.0,2,1,62456,11554,7339,43563,28,0,0,11,0,0,112,2,955,1156.38,3,2,1995,0
0,0.0,4,5,1,,2,1,76758,14375,8932,53451,43,0,6,9,0,-64500,225,2,1000,1303.86,0,11,1997,1
0,1.0,1,4,3,1.0,2,1,62004,11680,7041,43283,28,0,0,9,0,0,110,2,850,1139.29,3,11,1995,0
2,2.0,4,5,1,0.0,2,1,63404,10074,11528,41802,33,0,4,0,36400,0,138,0,631,1513.87,3,3,2013,0
2,2.0,4,3,1,0.0,2,0,62301,5731,10719,45851,35,1,4,0,55200,0,143,2,949,1220.01,3,5,2008,0
2,2.0,4,3,1,0.0,2,0,64293,6020,10113,48160,34,0,4,6,55200,0,136,0,869,1194.07,3,5,2006,0
2,2.0,4,3,1,0.0,2,0,61450,6318,11173,43959,35,0,4,7,36400,0,146,0,937,1283.42,3,5,2010,0
2,2.0,4,3,1,0.0,2,0,61080,5554,11091,44435,36,1,4,0,55100,0,148,0,999,1235.92,3,5,2009,0
2,2.0,4,6,1,0.0,2,0,49361,4546,8916,35899,37,0,4,0,0,0,161,0,1000,1304.92,3,2,2008,0
2,,4,6,1,0.0,2,0,32209,3073,5712,23424,38,0,4,7,55100,0,179,0,1000,1405.57,3,2,2007,0
3,,2,5,1,1.0,1,1,4693,484,913,3296,35,0,0,9,73700,-44500,135,1,500,1317.37,3,10,1998,0
3,,2,5,1,1.0,1,1,4672,526,831,3315,36,0,0,9,52200,-44500,160,2,500,1309.48,3,10,2000,1
3,,2,1,1,1.0,1,1,4642,590,708,3344,39,0,3,2,52200,-44500,197,1,500,1297.54,3,10,2002,0
1,,2,5,1,1.0,2,1,5737,611,564,4562,31,0,3,9,0,-66000,89,1,939,1133.6,3,10,2010,0
1,,2,5,1,1.0,2,1,5363,658,506,4199,36,1,3,5,0,-66000,155,1,800,1175.61,4,10,2009,0
3,,2,2,1,1.0,1,1,5384,1058,529,3797,40,0,3,10,52200,-39200,245,1,1816,1460.73,3,10,2010,1
3,,4,5,1,1.0,1,1,5191,988,494,3709,41,0,3,10,0,-39200,257,1,1507,1414.98,2,4,2009,0
0,1.0,4,6,4,0.0,0,1,64284,11108,11108,42068,36,0,1,6,0,0,210,1,500,1420.99,1,6,2008,0
2,0.0,3,2,1,,0,1,53460,12449,5988,35023,51,0,0,9,28800,0,332,0,1254,1125.52,1,11,2004,1
0,1.0,4,6,4,0.0,0,1,67513,11284,11284,44945,29,0,1,6,0,0,133,1,500,1501.75,1,6,2011,0
0,1.0,4,6,3,0.0,0,1,62203,10995,10995,40213,41,0,3,13,0,0,260,1,500,1368.93,2,6,2007,0
0,1.0,4,6,4,1.0,0,1,75975,14035,9918,52022,35,1,3,6,0,-53800,207,1,743,1547.5,2,4,2009,0
0,1.0,4,6,3,0.0,1,1,82581,16245,8801,57535,40,0,3,6,0,-53800,272,1,940,1578.69,2,6,2007,0
0,0.0,4,6,4,0.0,0,1,66660,10443,10443,45774,30,0,5,6,0,0,148,1,597,1463.91,2,6,2009,0
0,1.0,4,6,3,0.0,1,1,76464,14198,9836,52430,35,1,3,6,0,-53800,212,1,758,1549.8,2,4,2009,0
0,0.0,4,6,4,0.0,0,1,65616,9658,9658,46300,32,0,3,5,0,0,168,2,686,1422.64,2,6,2008,0
3,,4,4,1,1.0,1,1,5597,1118,565,3914,32,1,6,7,43100,0,136,2,2000,1111.0,5,14,2005,0
0,1.0,1,2,3,0.0,0,1,53189,4835,9671,38683,34,0,5,6,0,-42600,119,1,1000,1200.39,0,4,2010,1
3,,2,4,1,1.0,1,1,5874,1131,675,4068,36,1,0,7,0,-31900,180,2,2000,1110.09,2,6,2004,0
3,,4,4,1,1.0,1,1,5967,1135,714,4118,37,1,6,7,0,0,196,2,2000,1111.19,2,12,2004,0
3,,4,5,1,1.0,1,1,7017,1177,1154,4686,50,1,6,1,43100,0,379,2,2000,1123.65,2,6,2001,0
3,,2,1,1,,1,1,8296,830,1659,5807,51,1,3,7,0,-53200,333,2,2000,1353.53,5,1,2012,0
3,,2,1,1,0.0,0,1,8189,1026,1361,5802,53,1,3,7,0,-53200,358,1,2000,1456.7,5,9,2013,0
3,,2,1,1,0.0,0,1,7824,1084,1163,5577,52,1,3,0,0,-53200,353,1,2000,1487.19,1,9,2012,0
3,,2,1,1,,0,1,8477,848,1695,5934,52,1,3,7,0,0,343,2,2000,1362.71,5,9,2013,0
3,,2,1,1,,0,1,7802,890,1560,5352,53,1,4,7,0,-51500,362,1,1745,1361.08,3,6,2012,1
1,,2,1,1,0.0,0,1,7936,891,1587,5458,54,1,3,7,0,-53200,363,1,1774,1364.21,5,9,2013,0
3,,2,4,1,,0,1,7881,1075,1194,5612,52,1,3,0,98800,-65300,354,1,2000,1482.43,1,9,2012,0
3,,2,1,1,,1,1,7383,738,1477,5168,45,1,5,7,0,0,285,1,2000,1307.41,5,1,2008,0
3,,2,1,1,,0,1,8449,845,1690,5914,52,0,5,7,0,-53200,341,2,2000,1361.29,5,1,2013,0
2,2.0,4,5,1,0.0,0,1,84729,20846,7077,56806,43,0,2,13,52100,0,256,1,1000,979.26,2,13,2006,1
2,1.0,0,5,1,0.0,1,1,79421,16503,6778,56140,43,0,3,13,52100,0,245,1,1000,1018.92,2,10,2006,0
2,1.0,4,5,1,,0,1,84889,20977,7086,56826,43,0,2,13,52100,0,256,1,1000,978.06,2,10,2006,0
2,0.0,4,1,1,1.0,2,0,60706,7156,6071,47479,35,1,6,7,52600,-38800,202,1,1767,1159.65,4,6,2013,1
2,1.0,4,5,1,0.0,2,1,66960,6305,6077,54578,43,0,3,13,52100,0,220,1,1000,1112.05,2,13,2006,1
2,1.0,4,2,1,1.0,0,1,61319,12772,5394,43153,37,0,3,13,76000,0,224,1,1721,1152.47,2,10,2007,0
2,1.0,4,2,1,0.0,0,1,52529,9638,4766,38125,35,0,5,6,52100,0,212,2,1985,1217.53,2,10,2008,0
2,1.0,4,5,1,0.0,0,1,97671,19232,15630,62809,32,0,2,0,52100,0,161,1,1000,983.57,2,7,2007,0
2,2.0,4,4,1,0.0,1,0,68955,7948,6895,54112,31,1,4,10,0,0,129,2,500,1112.45,5,5,1999,0
2,1.0,4,3,1,0.0,1,1,63440,8702,6344,48394,35,1,0,6,0,0,162,2,500,1158.4,5,5,2003,0
2,1.0,4,4,1,0.0,2,0,57598,7460,6267,43871,54,1,5,8,0,-48800,410,0,500,1108.35,5,5,1999,1
2,0.0,3,1,1,1.0,0,0,70121,13990,6995,49136,60,1,6,2,69500,-40700,448,1,500,1292.77,4,6,2015,1
2,2.0,4,3,1,0.0,1,0,70573,7726,7057,55790,30,1,4,6,0,0,119,2,500,1098.96,3,5,1998,0
2,1.0,4,4,3,,2,0,63983,6567,6398,51018,39,1,0,10,0,0,190,2,1951,851.68,3,5,1997,0
2,1.0,4,5,3,,2,0,63850,6607,6385,50858,39,0,0,10,0,0,191,2,1936,856.03,3,5,1998,0
1,,2,5,1,0.0,0,1,5268,578,578,4112,42,1,2,4,45800,0,238,1,1854,810.7,3,11,1998,0
1,,2,5,1,1.0,0,1,4825,504,504,3817,35,1,2,9,0,0,187,2,1361,1117.02,3,4,1999,0
3,,2,6,1,0.0,0,1,5491,601,681,4209,44,0,6,4,45800,0,258,2,1869,785.82,3,4,1999,0
1,,2,4,1,0.0,0,1,4537,456,456,3625,31,0,2,9,0,0,154,2,1042,1315.91,3,11,1999,0
3,,2,4,1,0.0,0,1,5676,604,844,4228,44,0,6,4,45800,0,269,2,1607,918.97,4,6,2000,0
0,2.0,0,2,3,0.0,0,1,48868,4953,9905,34010,45,1,4,12,34400,-66200,234,0,1000,1096.2,1,5,1997,1
3,,2,2,1,,0,1,5937,808,617,4512,39,0,3,4,0,0,206,0,2000,821.86,3,3,2001,0
0,1.0,1,4,3,,1,0,56259,7667,5846,42746,38,1,0,2,0,-53800,213,2,1741,1410.96,4,11,1999,0
0,1.0,1,4,3,0.0,1,1,53811,7026,7026,39759,44,1,3,13,0,0,290,2,2000,1495.38,0,10,2000,0
0,2.0,1,4,3,,1,0,54099,7199,7199,39701,41,1,3,2,0,0,255,2,1538,1520.02,2,11,1999,0
0,2.0,3,2,4,1.0,0,0,57488,8420,10162,38906,54,0,4,6,34400,-56800,394,1,1635,1123.72,2,1,1998,1
0,2.0,1,4,3,,1,0,58157,8572,8572,41013,42,1,1,2,0,0,272,2,1180,1516.8,4,11,1999,0
1,,4,3,1,0.0,2,1,5575,855,858,3862,44,0,3,12,0,0,273,1,500,1395.61,3,3,2000,0
1,,2,5,1,0.0,2,1,4907,755,755,3397,40,0,3,10,77900,0,216,1,688,1268.37,1,3,2001,0
3,,4,6,1,0.0,2,1,4064,625,625,2814,36,0,3,10,77900,0,145,1,919,1111.45,1,8,2002,0
3,,4,6,1,0.0,2,1,5690,879,855,3956,44,0,3,12,0,0,272,1,500,1382.46,2,3,2000,0
3,,4,6,1,0.0,1,1,8066,1331,746,5989,39,0,3,12,0,0,222,1,500,1073.96,0,1,2006,0
3,,4,6,1,0.0,2,1,5286,813,813,3660,42,0,3,10,0,0,248,1,583,1339.17,0,8,2000,0
3,,4,6,1,,2,1,6202,976,832,4394,43,0,3,12,0,0,261,1,500,1316.03,2,3,2002,1
3,,4,6,1,,2,1,6447,1023,821,4603,42,1,3,12,0,0,256,1,500,1284.42,0,3,2002,1
2,2.0,4,2,1,,2,1,64485,6419,18963,39103,34,1,6,3,0,0,59,2,569,-1.0,4,13,2007,1
0,2.0,4,5,2,,1,1,43315,4738,7275,31302,42,0,0,4,59600,0,273,2,1000,1364.28,3,7,2015,0
0,2.0,4,5,3,,1,1,40948,6908,5056,28984,45,0,0,9,59600,0,273,2,1000,1246.25,3,7,2014,0
0,2.0,4,5,3,0.0,0,1,38468,6049,4395,28024,42,0,0,0,0,0,254,2,1000,1230.83,3,8,2012,0
