TypeOfIncident,TypeOfCollission,AuthoritiesContacted,IncidentState,PropertyDamage,BodilyInjuries,Witnesses,InsuredAge,InsuredGender,InsuredEducationLevel,InsuredOccupation,CustomerLoyaltyPeriod,InsurancePolicyState,PolicyAnnualPremium,InsuredRelationship,VehicleMake,VehicleYOM,ReportedFraud
0,2.0,0,6,0.0,0,1,45,1,4,6,260,1,1106.21,2,12,2002,1
2,0.0,3,2,,2,1,37,0,4,9,211,0,1604.48,2,6,2008,1
2,0.0,1,2,1.0,0,1,53,1,3,4,388,2,1292.23,5,3,2012,1
0,0.0,1,6,,1,1,29,0,5,1,92,0,1172.53,3,11,2000,1
2,1.0,4,2,0.0,0,1,36,0,1,3,176,1,1289.39,1,14,2000,1
2,1.0,0,4,,2,1,34,1,4,3,97,1,1320.29,2,1,2008,1
0,0.0,1,2,,1,1,45,1,5,10,256,0,1319.41,1,3,1999,1
2,2.0,3,4,,0,1,39,0,3,7,201,0,1279.28,1,10,2002,1
0,1.0,4,2,,0,1,30,1,2,3,109,2,1120.65,3,14,2005,1
0,1.0,0,1,0.0,1,1,37,0,5,3,171,2,1048.23,3,9,2011,1
2,0.0,4,4,1.0,1,1,46,1,0,6,318,2,1278.86,2,2,2004,1
2,0.0,3,4,,2,0,30,0,5,9,117,2,1163.98,1,13,1997,1
2,1.0,1,6,,2,1,30,0,0,2,41,0,1579.1,2,5,2011,1
0,1.0,0,3,,0,0,37,1,6,6,226,2,1422.53,0,14,2006,1
2,1.0,4,4,,1,1,25,1,3,12,70,1,1309.67,2,12,2010,0
2,2.0,1,2,,2,1,34,1,6,6,72,2,1326.02,4,9,2007,1
2,1.0,1,6,,1,0,38,0,1,4,214,1,1091.53,3,12,2000,1
0,2.0,4,2,,0,1,40,1,4,1,251,1,1387.64,0,2,2002,1
2,0.0,4,1,1.0,1,0,36,0,5,11,168,2,785.73,2,2,2000,1
2,0.0,4,1,1.0,2,1,50,0,0,3,313,2,1114.13,5,1,2004,1
0,1.0,0,1,,0,1,39,1,6,2,211,0,1087.69,2,9,2007,1
2,1.0,3,6,,2,1,43,0,0,1,53,0,1320.19,1,11,1996,1
0,1.0,3,5,1.0,1,1,39,1,1,3,209,0,1549.7,1,7,2007,1
2,0.0,1,2,,0,0,47,0,6,6,302,0,1314.7,2,13,2000,1
0,1.0,1,4,0.0,0,1,38,1,4,11,249,2,1466.77,1,2,2004,1
2,0.0,3,5,,2,0,38,0,1,0,174,0,1494.8,2,4,2001,1
0,1.0,0,4,0.0,0,1,43,0,4,7,218,2,1229.67,0,5,2009,1
2,1.0,1,4,1.0,1,0,33,0,2,13,185,2,1060.95,4,9,2002,1
0,2.0,1,4,0.0,1,1,31,1,6,11,156,2,1336.1,2,3,2004,1
2,1.0,1,1,0.0,2,1,23,0,2,13,54,2,1495.65,5,4,2006,1
2,1.0,4,4,1.0,0,1,43,1,0,6,276,2,1281.82,2,9,2010,1
0,1.0,1,4,,1,1,37,0,6,3,151,1,1367.18,4,12,1998,1
2,0.0,4,1,,2,1,29,1,1,1,122,0,1078.22,0,6,2011,1
0,1.0,0,1,0.0,0,1,43,1,1,5,234,2,1495.63,0,14,2008,1
0,2.0,1,0,,2,1,52,1,6,6,330,2,1398.56,5,13,2005,1
2,1.0,3,3,1.0,1,0,40,1,2,9,243,2,1304.47,4,3,2004,1
3,,4,4,0.0,2,1,33,0,0,2,187,1,1343.61,5,4,2013,1
2,1.0,4,6,1.0,1,1,42,1,2,11,157,1,1526.07,2,3,2006,1
0,1.0,0,4,1.0,1,1,33,0,3,1,176,2,1251.43,0,3,2001,1
0,1.0,0,1,,1,0,32,0,2,3,58,0,1305.96,2,9,2013,1
2,1.0,3,1,1.0,1,1,33,0,3,5,177,2,1178.45,3,10,2012,1
2,2.0,1,5,,1,1,30,0,1,4,116,0,1196.03,3,9,1996,1
0,1.0,1,4,,0,1,33,0,0,10,140,1,1414.63,4,10,1996,1
0,1.0,3,4,1.0,1,1,37,0,6,5,156,2,1832.29,2,13,2015,1
2,2.0,3,4,1.0,0,1,31,1,0,6,97,2,1443.76,2,12,2006,1
0,2.0,0,1,,0,1,40,0,4,8,239,1,1373.32,0,2,2002,0
2,0.0,3,5,0.0,1,0,32,1,6,8,85,1,1508.81,3,7,2007,1
0,0.0,3,2,,0,1,50,0,6,9,326,0,1127.33,1,10,2005,1
0,2.0,4,5,1.0,2,1,47,0,3,11,309,2,1068.17,5,2,2012,1
2,1.0,4,2,,2,1,26,1,1,1,65,0,988.31,4,12,2007,1
2,1.0,3,2,,2,1,39,0,0,12,226,1,1410.8,4,8,2013,1
0,2.0,0,4,,1,1,34,1,0,0,188,0,1548.42,5,8,2005,1
1,,4,4,,2,1,45,0,6,8,275,2,915.42,3,9,2005,1
1,,2,6,,0,1,31,0,5,1,156,1,1178.26,5,7,2010,0
2,2.0,4,6,,1,1,29,1,0,13,78,1,1538.54,4,3,2005,1
1,,2,2,1.0,1,1,34,0,1,4,162,2,1574.33,5,7,2003,1
2,1.0,3,2,,0,1,52,1,6,4,384,2,1273.21,1,9,2012,1
2,0.0,0,5,,0,1,39,0,5,7,215,0,1369.6,1,10,1998,0
0,1.0,1,5,1.0,2,0,30,0,1,2,113,1,1333.44,5,6,2009,1
0,0.0,3,4,0.0,1,1,59,0,1,8,421,2,1280.02,4,12,2011,1
0,0.0,0,2,,0,1,40,1,2,3,210,1,1163.64,0,3,2008,1
0,2.0,4,6,,0,1,33,0,3,3,103,2,723.58,2,4,2010,1
0,1.0,0,1,,2,1,24,0,5,8,61,0,922.73,2,13,2011,1
1,2.0,4,1,,1,0,36,0,6,8,71,2,1214.99,0,9,1998,1
2,1.0,4,4,0.0,2,1,47,0,2,12,311,2,1288.23,0,14,1998,1
2,1.0,4,2,,2,1,48,0,4,2,356,2,1482.23,0,10,2008,1
1,2.0,3,1,,0,1,39,1,3,3,236,0,1460.44,2,4,2012,1
2,1.0,3,4,,1,1,39,0,0,0,172,0,1625.07,2,5,2001,1
2,2.0,0,5,0.0,1,1,47,1,4,4,309,2,1485.44,1,11,2004,1
3,,4,4,1.0,1,1,52,1,5,5,379,0,1039.25,4,9,2004,1
2,0.0,4,2,0.0,1,1,49,1,4,11,341,0,1074.21,1,9,1998,0
0,0.0,1,6,0.0,1,1,35,1,3,5,154,1,1298.44,3,12,2004,1
0,0.0,0,4,0.0,1,1,27,1,3,13,90,2,1424.84,1,6,2010,0
0,2.0,3,3,0.0,1,1,57,0,0,1,419,2,1424.28,3,5,2013,1
3,,4,5,,0,0,46,1,4,3,278,0,1208.6,1,9,2004,1
0,1.0,0,4,,0,1,39,1,2,11,205,0,1287.34,4,9,2013,1
2,0.0,4,6,1.0,1,1,35,0,1,11,32,1,1590.95,2,3,2010,1
3,,2,6,,1,1,49,1,2,1,327,0,1383.81,3,5,2004,1
2,2.0,4,5,,0,1,51,1,4,4,344,1,1672.11,0,11,1996,1
3,,4,4,0.0,2,1,51,1,5,1,367,0,1350.73,1,5,2007,1
0,2.0,1,6,0.0,0,1,40,0,0,3,272,0,1229.95,3,9,2010,1
2,0.0,3,2,0.0,0,1,42,1,1,4,262,2,1222.04,2,6,2009,0
2,1.0,1,2,0.0,1,1,45,1,1,7,244,2,-1.0,5,8,2003,1
2,2.0,3,4,0.0,1,1,36,1,3,4,163,2,1508.53,1,4,2005,1
0,2.0,1,2,,2,0,40,1,5,6,199,2,1401.58,4,7,1997,1
0,0.0,1,4,1.0,1,1,37,0,6,5,146,2,1892.42,1,4,2015,1
2,1.0,0,6,,2,1,39,0,0,1,129,0,1481.09,2,7,2002,1
2,2.0,4,3,,1,0,31,0,3,8,74,0,1088.17,4,13,2008,1
2,2.0,0,5,,1,1,29,1,2,3,76,2,1176.66,2,14,2007,1
2,1.0,0,3,,1,1,31,1,3,11,72,0,1207.35,0,14,2007,1
0,2.0,1,4,0.0,2,1,43,0,3,13,251,1,978.06,5,10,2007,1
2,2.0,1,5,,1,1,38,1,2,6,137,2,1320.07,4,11,2001,1
2,0.0,1,4,,1,1,41,0,3,8,227,0,1133.54,5,5,2008,1
2,1.0,3,2,,1,1,36,0,2,10,169,0,1046.25,5,12,2002,1
1,2.0,3,2,,0,1,44,0,2,2,280,2,1234.24,5,4,1998,1
0,2.0,0,1,1.0,1,0,34,0,6,8,36,2,1288.37,1,2,1997,1
2,2.0,4,4,0.0,1,1,41,1,5,4,238,2,1493.26,1,2,2004,1
0,2.0,1,5,0.0,1,1,31,0,0,0,122,0,1129.63,2,4,2003,1
2,0.0,3,4,0.0,0,1,43,1,1,13,287,2,1304.25,2,8,2010,1
0,2.0,1,2,,2,1,48,1,0,11,312,1,985.63,2,4,2005,1
2,1.0,0,1,1.0,1,0,39,0,2,5,234,2,1140.04,5,9,1996,1
2,2.0,0,4,0.0,1,1,46,1,1,4,307,1,1537.25,1,1,1998,1
2,2.0,4,6,0.0,0,1,25,0,0,12,82,0,1158.62,2,3,2004,0
0,0.0,1,6,0.0,2,1,33,1,1,12,125,0,1240.53,0,2,2003,1
0,1.0,1,4,0.0,2,1,26,0,0,12,57,2,1518.54,5,4,2000,1
0,1.0,4,1,,1,1,39,1,2,11,225,1,926.34,4,7,2012,0
0,1.0,1,2,0.0,2,1,30,0,5,12,85,0,1571.02,3,4,2008,1
2,2.0,0,2,1.0,1,1,32,1,3,3,103,1,1230.46,2,1,2005,1
2,1.0,0,2,1.0,1,1,42,1,2,4,241,2,1020.06,0,6,2006,1
0,1.0,0,1,1.0,2,1,43,1,1,13,256,1,1430.11,2,4,2001,1
2,1.0,4,4,1.0,0,1,23,1,3,4,54,1,1179.48,1,12,2010,1
2,2.0,1,5,,1,1,31,1,1,10,125,0,1108.23,2,4,2001,1
2,0.0,1,6,,1,1,40,0,1,4,235,0,989.64,3,12,2001,1
0,1.0,3,4,0.0,2,1,47,0,4,11,338,1,1486.11,3,5,2014,1
2,1.0,3,4,0.0,1,1,40,1,4,12,228,0,1455.07,4,8,2008,1
0,0.0,1,2,,0,1,32,0,1,3,90,1,573.39,2,3,2014,1
0,1.0,0,2,1.0,2,1,34,1,6,6,161,1,832.18,2,6,2014,1
2,0.0,1,0,1.0,2,1,29,0,1,3,105,0,1268.57,5,7,1999,1
2,1.0,0,2,1.0,0,1,33,0,2,9,145,0,923.42,0,3,2001,1
0,0.0,0,2,1.0,2,1,42,1,0,6,279,1,1392.38,3,6,2007,1
2,2.0,1,1,1.0,1,0,29,0,2,6,123,1,1209.81,1,2,2014,1
2,1.0,0,1,,1,0,42,1,0,7,216,1,1695.23,0,6,2012,1
2,0.0,0,2,0.0,0,1,41,0,5,13,241,1,1103.2,1,1,2005,1
2,1.0,3,6,,1,0,32,0,2,12,150,1,975.88,3,7,2005,1
0,2.0,3,5,1.0,2,1,26,1,1,10,97,2,1260.4,1,7,2003,1
0,1.0,4,2,1.0,2,0,27,1,3,10,95,0,875.14,3,5,2007,1
2,0.0,4,1,0.0,1,1,39,0,6,8,193,0,1023.21,2,2,2003,1
0,0.0,1,4,,1,1,32,0,6,1,159,2,1227.58,0,11,2000,1
0,0.0,3,2,,0,1,46,1,3,10,275,1,1208.71,1,14,2002,0
0,2.0,0,4,,2,1,43,0,3,1,252,1,994.38,4,10,2007,1
2,2.0,0,2,1.0,1,1,43,1,4,0,271,1,1096.72,3,14,2015,1
2,1.0,4,6,,1,1,43,0,0,12,218,0,1517.03,2,5,2003,1
2,0.0,3,4,0.0,1,1,52,0,1,8,335,2,1335.96,4,12,2005,1
0,1.0,3,0,1.0,1,1,30,1,2,4,110,2,1001.84,1,11,1999,1
0,2.0,3,0,1.0,2,1,50,1,0,6,312,2,1258.08,4,6,1995,1
2,2.0,0,4,0.0,0,1,38,1,4,12,212,2,1415.4,1,2,2003,1
0,2.0,1,4,1.0,1,1,43,1,6,5,243,2,1634.27,1,11,2009,1
0,1.0,1,4,0.0,0,1,32,0,0,12,131,2,1085.7,1,2,2005,1
0,1.0,3,6,,0,1,35,1,2,12,137,1,1255.97,3,11,1999,1
0,2.0,1,5,,1,1,34,1,0,0,155,1,1129.92,2,12,2005,1
0,1.0,4,4,1.0,0,1,25,1,5,3,72,1,1176.15,1,1,2008,1
0,1.0,4,2,,1,0,33,1,2,10,187,0,1332.36,4,5,1995,1
2,0.0,1,5,,0,1,38,0,5,7,210,1,1082.61,1,10,2005,1
0,1.0,4,4,1.0,1,1,39,0,1,0,212,1,1281.96,4,11,2002,1
2,0.0,3,2,,0,0,38,0,4,3,218,1,1104.95,1,13,2009,1
2,1.0,1,6,,2,0,32,0,0,2,30,2,1278.71,4,2,1998,1
2,1.0,4,2,1.0,1,1,32,0,0,10,178,2,1430.36,0,10,2014,1
2,1.0,1,4,,0,1,33,1,1,7,153,2,1392.83,4,8,1996,1
0,1.0,0,4,1.0,2,1,33,0,3,13,153,1,938.01,2,13,2009,1
0,2.0,0,1,,0,0,38,0,5,0,198,0,994.34,2,12,2010,1
0,1.0,4,2,,1,1,37,1,2,3,160,1,1091.32,2,7,2010,1
2,0.0,0,6,1.0,1,1,45,1,1,5,263,2,1048.28,0,14,2009,0
2,2.0,3,1,1.0,1,1,33,0,6,13,145,1,1246.92,5,12,2007,1
2,2.0,1,2,1.0,0,1,37,0,6,13,202,1,1037.96,3,12,2004,1
3,,4,4,,1,1,34,0,0,2,152,1,1475.03,5,4,2001,1
2,0.0,0,2,0.0,2,1,35,0,4,7,184,0,1517.13,2,5,2005,1
2,2.0,3,2,0.0,0,1,38,1,6,2,205,0,1420.71,4,8,2004,1
0,0.0,1,6,1.0,2,1,46,1,3,7,316,2,1433.71,0,12,2003,1
2,2.0,4,4,1.0,1,1,27,1,4,11,115,2,1459.1,0,11,2011,1
2,2.0,1,4,,1,1,42,1,5,11,257,2,1329.89,0,11,2003,1
3,,0,5,,0,1,38,1,4,6,179,2,1198.74,2,10,2007,1
1,,4,3,,0,0,42,1,3,3,232,0,1283.87,2,9,2008,1
2,0.0,4,6,,1,1,37,1,6,10,183,1,1472.75,3,7,2012,1
0,1.0,1,4,0.0,1,1,37,0,0,12,163,2,1364.74,4,11,1999,1
2,1.0,3,4,0.0,0,1,40,0,2,12,259,2,1348.81,2,14,2002,1
2,2.0,4,4,0.0,0,1,38,0,1,6,183,2,1526.19,1,2,2001,1
2,1.0,4,3,0.0,0,1,37,0,2,6,174,2,1280.01,1,5,2003,1
0,2.0,3,6,,0,1,35,0,4,1,132,1,722.73,2,1,2010,1
0,1.0,0,4,0.0,1,1,48,1,1,8,289,0,1241.62,2,12,1999,1
2,0.0,0,4,0.0,2,1,49,1,4,8,258,2,1154.27,0,5,2008,1
2,0.0,0,6,,2,1,58,1,0,8,425,2,1156.7,2,5,2009,1
0,2.0,3,0,1.0,2,1,47,1,4,11,254,2,1257.8,3,6,1997,1
0,1.0,3,0,0.0,1,1,35,0,5,12,15,2,1269.35,4,6,2006,0
2,0.0,3,6,1.0,1,0,43,1,5,8,251,2,1022.77,1,9,2001,1
2,1.0,4,2,,2,1,26,0,5,1,66,0,988.29,4,12,2008,1
2,1.0,3,2,,2,1,49,0,5,10,344,0,1249.91,5,14,2013,1
2,2.0,1,5,,1,1,33,0,0,10,125,0,1450.2,2,3,1999,1
0,0.0,1,6,0.0,2,1,32,0,1,7,152,2,1539.18,0,4,2002,1
0,1.0,4,4,1.0,2,1,27,0,6,6,86,1,888.88,2,10,2012,1
0,0.0,1,6,1.0,2,1,47,1,1,13,352,2,1286.89,3,12,2003,1
0,0.0,1,6,,1,1,40,1,3,1,181,0,1575.53,3,12,2000,1
0,1.0,1,4,0.0,0,1,47,1,4,11,324,2,1629.07,3,6,2006,1
2,1.0,1,2,0.0,0,0,41,1,4,10,281,2,1214.19,5,6,2008,1
0,0.0,0,6,1.0,2,1,42,0,4,2,279,1,1273.68,2,5,2000,1
0,1.0,0,2,1.0,2,1,36,0,1,3,202,1,1417.06,2,5,2000,1
2,2.0,1,4,1.0,0,1,31,0,2,11,114,1,1222.72,1,2,2009,1
2,2.0,1,1,1.0,0,1,34,0,2,9,142,0,1380.53,1,2,2005,1
0,2.0,3,3,,1,1,52,0,4,10,365,2,1252.92,3,2,2008,1
0,2.0,3,4,,2,1,53,1,1,9,349,2,927.75,3,2,2007,1
2,2.0,3,0,0.0,1,1,36,1,4,1,155,2,1324.25,1,7,2000,1
2,0.0,3,6,1.0,1,1,53,0,4,3,344,2,1010.78,5,1,2000,1
2,1.0,1,3,0.0,1,1,38,0,6,9,230,2,1013.15,4,3,2012,1
2,2.0,1,4,1.0,1,1,37,0,6,5,213,2,1068.13,0,3,2009,1
0,2.0,0,2,,2,1,48,0,5,8,277,1,785.21,1,2,2013,1
0,2.0,0,2,,2,1,44,1,5,9,253,1,904.2,1,2,2010,1
0,2.0,1,6,0.0,2,1,32,0,1,3,166,0,1379.45,1,11,2007,1
0,2.0,4,6,0.0,1,1,26,0,0,12,70,0,1173.83,0,3,2004,1
2,2.0,1,5,1.0,0,1,33,0,0,12,138,1,1303.61,1,5,2009,1
2,2.0,1,2,1.0,0,1,50,0,0,10,364,1,1556.28,1,5,2011,1
0,1.0,3,2,1.0,1,1,31,1,5,4,98,0,1446.8,3,7,2012,1
0,1.0,3,4,1.0,1,1,25,1,5,3,31,0,1327.92,3,2,2013,1
0,1.0,1,5,,1,1,43,1,0,6,219,2,1225.64,4,11,1997,1
2,1.0,1,5,,1,1,45,0,2,6,245,0,1214.96,0,11,1997,1
2,0.0,1,5,1.0,1,1,33,0,6,2,180,0,1427.7,2,13,2000,1
0,1.0,1,2,0.0,2,1,24,0,5,12,29,1,1629.58,0,10,2003,1
0,1.0,1,2,,0,1,34,0,5,11,122,1,1247.37,0,6,2011,0
2,0.0,1,5,1.0,0,1,44,1,6,9,292,1,1807.74,0,6,2000,1
0,2.0,3,2,0.0,0,1,37,0,2,13,178,1,1070.39,2,6,2007,1
0,2.0,3,2,1.0,0,0,58,0,4,6,470,1,1131.14,2,1,1999,1
0,2.0,4,2,,1,1,42,1,2,3,229,2,1102.32,2,3,2011,1
2,2.0,1,5,,2,1,41,1,2,6,222,0,1122.24,4,11,2009,1
2,1.0,0,6,,2,1,41,0,4,1,94,0,1416.38,2,7,2000,1
2,2.0,0,2,0.0,2,1,38,1,4,7,223,2,1586.17,2,6,2008,1
2,2.0,0,5,0.0,0,1,38,0,5,9,202,0,1398.88,1,10,1999,1
2,0.0,3,4,,1,0,41,0,3,2,195,0,929.78,1,12,2009,1
2,2.0,1,2,,0,1,49,1,4,4,325,2,1457.28,2,11,2001,1
0,1.0,1,1,,1,1,29,0,5,11,69,0,1204.27,0,11,2004,1
2,1.0,1,2,0.0,2,1,33,0,0,3,165,2,1055.79,2,14,1996,1
2,1.0,0,2,0.0,1,1,34,1,4,3,160,1,1274.3,2,14,1997,1
2,1.0,0,2,0.0,2,1,29,1,1,3,32,1,1241.32,2,14,2011,1
2,2.0,0,4,,2,1,29,1,2,3,29,2,1232.69,2,10,2011,1
2,0.0,3,2,1.0,2,1,58,0,0,13,398,0,991.11,5,14,2002,1
2,1.0,3,2,1.0,2,1,54,0,0,3,376,0,1168.34,5,14,2010,1
0,1.0,1,5,,2,0,41,1,2,12,212,0,1357.06,4,3,1996,1
0,2.0,1,1,1.0,1,1,40,1,5,12,186,0,1393.11,3,3,2008,1
2,0.0,3,4,0.0,2,1,34,1,6,0,149,0,1282.35,1,14,2007,1
2,1.0,0,4,,1,1,33,0,3,2,141,1,1018.24,1,12,2012,1
2,2.0,3,4,,1,0,35,0,6,4,155,2,1028.98,1,12,2004,1
0,1.0,0,2,,1,1,40,1,2,11,258,0,842.1,3,14,2013,1
0,2.0,0,1,0.0,1,1,36,0,5,11,161,2,1099.62,3,11,2012,1
0,1.0,3,6,,1,1,33,0,5,12,100,2,1046.26,3,11,2012,1
2,0.0,3,2,1.0,1,1,46,1,1,4,292,2,1517.21,2,7,2004,0
2,0.0,4,2,1.0,2,1,52,1,0,11,380,2,1218.82,5,2,1997,1
2,0.0,1,4,1.0,2,1,33,0,5,9,162,0,1411.01,2,6,2003,1
0,2.0,3,4,,1,0,39,0,5,9,24,2,1211.21,1,5,2003,1
2,1.0,1,2,,1,1,37,1,0,2,133,2,1365.5,4,8,2007,1
2,1.0,1,6,,1,0,40,0,3,2,184,2,884.32,1,12,2011,1
2,2.0,0,4,,0,1,37,1,2,6,214,2,1228.41,0,11,2006,1
2,1.0,4,0,0.0,1,0,31,1,3,12,99,2,1505.43,5,4,2005,1
2,1.0,4,4,,1,1,27,0,5,12,71,2,1133.94,2,4,2007,1
2,1.0,1,4,,2,1,31,1,3,12,108,2,1201.49,2,9,2009,1
2,0.0,0,6,1.0,2,1,49,1,0,12,302,2,1060.35,0,9,2007,1
0,1.0,0,4,,1,0,25,0,1,8,74,1,921.1,2,7,2006,1
1,,2,6,,1,1,34,1,4,1,177,2,1493.55,3,8,2001,1
2,,4,6,0.0,1,0,33,1,6,10,120,1,1521.81,3,8,2006,1
0,1.0,1,4,1.0,1,0,27,0,3,11,68,2,1143.4,2,6,2013,1
2,0.0,1,4,,1,0,34,0,1,11,152,2,778.81,2,2,2000,1
2,0.0,4,1,1.0,2,1,56,0,3,3,381,1,1015.07,5,12,2002,1
2,2.0,3,2,1.0,0,1,32,0,3,9,102,1,1590.99,5,3,1999,1
0,2.0,3,0,,1,1,44,1,6,2,278,2,1275.87,4,2,2004,1
2,1.0,1,6,,1,1,44,0,2,9,267,0,1272.56,4,11,1997,1
2,1.0,3,6,,2,1,44,0,4,9,135,0,1318.52,1,7,1997,1
2,0.0,1,2,1.0,0,1,43,1,1,4,270,2,1393.57,2,3,2006,1
2,0.0,3,2,1.0,1,1,44,1,0,4,256,2,1618.93,2,2,2008,1
2,1.0,3,6,,1,1,47,0,0,1,166,0,1210.43,1,13,2000,1
2,1.0,3,2,,2,1,44,0,0,1,73,0,1294.04,1,7,1997,1
0,2.0,3,3,,0,1,37,1,3,4,202,1,1378.0,2,2,2005,1
0,2.0,3,3,,0,1,32,1,3,4,90,1,842.54,1,10,2012,1
0,1.0,0,4,1.0,2,1,27,1,6,11,118,0,943.94,3,12,1996,1
0,1.0,0,4,0.0,2,1,32,1,0,11,164,0,966.92,2,2,2000,1
2,0.0,1,5,,2,1,36,0,1,0,165,0,1359.31,2,4,1999,1
0,1.0,0,4,,1,1,43,0,3,7,270,2,1230.33,3,4,2008,1
2,1.0,4,4,,1,1,35,0,3,12,174,2,1342.13,2,4,2011,1
0,0.0,4,5,1.0,1,1,32,0,0,13,142,2,1248.19,0,11,2005,1
2,2.0,0,4,0.0,1,1,29,1,4,11,131,2,1459.07,2,2,2011,1
0,2.0,3,4,0.0,1,1,35,1,4,11,186,1,1502.04,2,5,2010,1
2,0.0,1,2,,2,1,60,1,6,2,447,2,1225.22,5,10,2007,1
2,1.0,1,0,,2,1,60,1,4,13,436,2,1074.69,5,10,2003,1
0,1.0,1,2,0.0,2,1,23,0,3,12,24,2,1689.57,2,4,2002,1
0,1.0,1,4,0.0,2,1,32,0,0,3,144,2,1057.44,5,4,1997,1
2,2.0,4,4,1.0,0,1,39,1,0,6,235,2,1289.69,0,9,2005,0
2,2.0,4,4,1.0,0,1,41,1,4,2,257,2,1285.44,0,9,2008,1
0,1.0,1,4,0.0,0,1,33,0,0,3,140,2,1414.02,4,12,1996,1
2,1.0,1,4,,1,1,36,0,6,5,209,2,1066.36,4,3,2010,1
2,0.0,4,1,,2,1,31,1,6,7,156,0,951.69,0,9,2013,1
2,1.0,4,2,,2,1,29,1,6,7,119,0,1074.94,3,12,2011,1
0,0.0,0,6,0.0,0,1,35,1,1,6,164,2,1172.14,1,14,2008,1
0,2.0,1,3,,1,1,41,1,3,6,232,0,1411.7,5,13,2002,1
0,0.0,1,5,1.0,2,1,42,1,0,2,266,1,1101.13,2,8,2007,1
0,1.0,4,6,1.0,2,1,25,0,4,8,75,1,930.9,2,13,2011,1
2,0.0,3,3,1.0,0,1,40,1,6,9,255,1,1871.5,4,7,1997,1
2,1.0,3,0,0.0,1,0,39,1,3,12,227,2,1439.99,5,3,2004,1
0,2.0,4,6,,2,1,48,0,3,1,305,0,915.5,1,10,2007,1
2,2.0,4,6,,0,0,32,0,3,11,135,0,1148.83,1,10,2008,1
3,,4,3,,2,1,32,0,0,8,149,0,1276.08,5,4,2012,1
3,,4,2,,2,1,37,0,0,2,165,1,1215.65,3,4,2009,1
2,1.0,1,6,,0,1,57,1,6,12,426,2,1379.88,2,3,1997,1
2,1.0,0,4,1.0,1,1,45,1,4,5,298,1,1380.2,0,6,2005,1
0,1.0,1,4,1.0,1,0,32,0,6,5,49,0,1416.68,0,3,2014,1
0,1.0,0,1,,1,0,32,0,5,3,67,0,-1.0,2,9,2013,1
0,1.0,4,1,1.0,1,1,37,1,5,3,158,2,1098.99,4,1,2010,1
0,1.0,3,4,,0,1,52,1,2,11,340,1,1528.87,4,7,2007,1
2,0.0,3,2,1.0,2,1,34,1,3,2,167,2,1029.37,1,9,2005,1
0,2.0,1,4,,1,1,29,0,6,4,104,0,1217.18,0,11,1997,1
0,2.0,1,4,,0,1,30,0,6,4,127,2,1377.14,4,9,1995,1
0,1.0,1,4,,1,1,40,0,2,11,255,0,887.42,4,9,2012,1
0,1.0,3,4,0.0,2,1,35,1,6,11,183,2,1342.2,2,14,2011,1
0,1.0,3,4,0.0,2,1,32,1,6,0,145,2,1358.19,2,13,2010,1
0,0.0,0,4,,1,1,31,1,4,11,104,1,971.03,0,6,2004,1
0,2.0,0,4,,0,1,40,1,4,11,251,1,1363.96,1,2,2002,1
2,2.0,4,2,1.0,0,1,35,1,0,10,160,1,1387.64,2,9,2008,1
2,0.0,0,2,,0,1,31,1,0,6,142,1,1366.31,2,12,2001,0
0,1.0,4,2,1.0,2,0,26,1,1,3,80,0,850.41,1,7,2008,1
0,2.0,3,2,,0,1,49,1,4,11,324,1,1511.28,3,2,2005,1
2,1.0,3,6,0.0,2,1,28,1,6,10,91,0,1351.49,1,7,2003,1
0,0.0,3,6,,1,0,32,1,2,10,99,0,1506.84,3,8,2008,1
0,0.0,1,2,,1,1,44,0,6,11,257,1,1282.03,0,10,2004,1
2,2.0,4,5,1.0,1,1,37,0,3,11,196,0,1136.43,5,2,2010,1
2,1.0,4,5,,2,1,44,0,0,11,278,1,1131.95,5,2,2014,0
2,2.0,4,4,,1,0,37,1,3,2,161,2,882.24,3,12,2010,1
2,1.0,1,2,,2,1,30,1,1,1,105,2,1033.74,5,12,2007,1
2,1.0,4,4,,1,1,26,0,3,12,88,2,1382.91,4,8,2011,1
2,0.0,1,6,,1,1,39,0,4,4,230,0,905.07,4,12,2002,1
2,0.0,4,6,,1,1,39,0,4,12,217,0,1059.22,4,3,2004,1
0,1.0,1,1,,2,0,42,0,0,6,239,0,1233.28,2,2,2001,1
0,1.0,0,1,,1,0,44,0,0,3,267,0,1028.74,2,9,2007,1
2,2.0,0,4,0.0,1,1,33,1,4,12,179,0,1585.59,4,8,2004,1
2,1.0,0,6,1.0,2,1,60,0,0,13,439,1,1605.81,4,4,1998,1
2,2.0,0,6,1.0,2,1,53,0,0,13,378,2,1539.37,4,4,2000,1
0,1.0,0,4,1.0,1,1,36,0,1,0,189,1,1228.82,4,11,2003,1
0,2.0,0,4,1.0,2,0,25,0,1,3,42,1,1218.6,2,13,2011,1
0,2.0,3,6,0.0,2,1,42,0,0,11,274,2,1127.37,3,2,2005,1
1,,4,3,,2,1,43,1,3,3,257,2,1419.31,3,14,2009,1
3,,4,6,,2,1,37,0,2,2,164,2,1198.56,3,14,2008,1
1,,4,1,,0,0,32,0,5,8,172,2,1023.94,5,9,2012,1
2,2.0,1,4,,0,1,27,0,3,13,90,1,1049.4,5,1,2005,1
1,,2,6,,1,1,35,1,3,1,185,1,1480.7,5,7,2001,1
